patient_id,staff_id,staff_name,staff_role,shift
94518659,618066,طارق الراشد,Resident,Day
85305970,231570,ديمه أبو داوود,Resident,Day
42337157,998838,Constanza Menendez Carmona,Intern,Day
42337157,36803,Frédérique de Rey,Resident,Day
87630821,819149,لوليا آل مقطة,Technician,Evening
63250788,843504,Meagan Fitzpatrick,Intern,Evening
63250788,231570,ديمه أبو داوود,Resident,Day
63250788,651483,Anke Trubin,Resident,Evening
9364495,184508,قائد فصيل,Resident,Night
65038677,651483,Anke Trubin,Resident,Evening
88856119,751163,Dr. Aynur Flantz,Resident,Night
69525724,963708,Sibylla Pohl B.Eng.,Physician,Night
36740512,7596,عزّ الدّين آل معيض,Resident,Night
33921110,751163,Dr. Aynur Flantz,Resident,Night
14743872,963708,Sibylla Pohl B.Eng.,Physician,Night
75831452,108535,Alf Rosenow,Physician,Night
75831452,984109,Isaac Pruvost-Andre,Intern,Night
3143462,314159,الأستاذة بشرى أبو داوود,Technician,Day
3143462,502703,Mia Schmiedt,Intern,Day
25743357,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
3896870,434871,Bernhard Ruppersberger,Nurse,Evening
48577812,314159,الأستاذة بشرى أبو داوود,Technician,Day
62284018,991291,Matteo Baum B.Eng.,Physician,Day
62284018,751163,Dr. Aynur Flantz,Resident,Night
19417635,502703,Mia Schmiedt,Intern,Day
19417635,386181,Sybille Seifert,Technician,Evening
30062378,502703,Mia Schmiedt,Intern,Day
38963569,664769,Calvin Clark,Technician,Day
92013975,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
60372691,218344,Ing. Rebekka Schweitzer,Resident,Day
20641266,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
82394576,173454,Guy Philippe,Technician,Evening
82394576,30217,Nadia Patiño Arjona,Physician,Night
82394576,7596,عزّ الدّين آل معيض,Resident,Night
88720128,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
20206191,843504,Meagan Fitzpatrick,Intern,Evening
50335811,863103,Prof. Bernward Hahn B.A.,Nurse,Night
49605895,314159,الأستاذة بشرى أبو داوود,Technician,Day
48358361,963708,Sibylla Pohl B.Eng.,Physician,Night
48358361,618066,طارق الراشد,Resident,Day
84080902,531506,Curro Tena Izaguirre,Nurse,Night
44915145,173454,Guy Philippe,Technician,Evening
44915145,998838,Constanza Menendez Carmona,Intern,Day
44915145,771619,Aurore de la Martineau,Nurse,Night
19175286,973262,Germán de Estévez,Intern,Evening
19175286,984109,Isaac Pruvost-Andre,Intern,Night
19175286,992470,Larry Lowe,Technician,Night
64702453,218344,Ing. Rebekka Schweitzer,Resident,Day
22230398,164281,Jens-Peter Kostolzin MBA.,Resident,Night
8463050,333230,Juan Francisco Herrera Grande,Nurse,Night
64363648,502703,Mia Schmiedt,Intern,Day
6484598,314159,الأستاذة بشرى أبو داوود,Technician,Day
4777501,998838,Constanza Menendez Carmona,Intern,Day
66408854,41208,Matthieu Royer de la Brunet,Resident,Day
66408854,562838,Jose Angel Goñi,Technician,Night
91381659,82988,Edgar Frederick,Technician,Night
9372657,485384,Gabriel Allard,Nurse,Night
9372657,935868,Steven Wang,Technician,Day
25000253,973262,Germán de Estévez,Intern,Evening
9233882,771619,Aurore de la Martineau,Nurse,Night
9233882,108535,Alf Rosenow,Physician,Night
42487732,88236,Jennifer Rice,Physician,Day
57848711,819149,لوليا آل مقطة,Technician,Evening
36881352,991291,Matteo Baum B.Eng.,Physician,Day
80806443,664769,Calvin Clark,Technician,Day
64064691,41208,Matthieu Royer de la Brunet,Resident,Day
79287747,766870,عبد الواحد المهنا,Physician,Evening
79287747,231570,ديمه أبو داوود,Resident,Day
51123961,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
67136808,30217,Nadia Patiño Arjona,Physician,Night
76421915,984109,Isaac Pruvost-Andre,Intern,Night
12270070,573492,Luis Ángel Casado Porta,Technician,Evening
20673095,577770,Steven Huynh,Nurse,Evening
93537935,769560,Margot Foucher,Technician,Evening
93537935,502703,Mia Schmiedt,Intern,Day
93537935,650680,Marcus Koch,Technician,Night
17549699,562838,Jose Angel Goñi,Technician,Night
93735840,345587,أفراح كانو,Technician,Day
16268872,502703,Mia Schmiedt,Intern,Day
37484096,769560,Margot Foucher,Technician,Evening
37484096,230145,المهندسة إباء آل العسكري,Technician,Night
37484096,164281,Jens-Peter Kostolzin MBA.,Resident,Night
63580197,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
63580197,82988,Edgar Frederick,Technician,Night
63580197,502703,Mia Schmiedt,Intern,Day
49752192,842785,Aimée Lemonnier,Physician,Day
49752192,769560,Margot Foucher,Technician,Evening
49752192,963708,Sibylla Pohl B.Eng.,Physician,Night
18256554,88236,Jennifer Rice,Physician,Day
18256554,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
5611721,819149,لوليا آل مقطة,Technician,Evening
16175791,173454,Guy Philippe,Technician,Evening
16175791,751163,Dr. Aynur Flantz,Resident,Night
80306880,231570,ديمه أبو داوود,Resident,Day
5126577,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
89320274,998838,Constanza Menendez Carmona,Intern,Day
89320274,36803,Frédérique de Rey,Resident,Day
51996922,771619,Aurore de la Martineau,Nurse,Night
98499592,687256,Pedro Hierro,Physician,Evening
581284,998838,Constanza Menendez Carmona,Intern,Day
581284,819149,لوليا آل مقطة,Technician,Evening
18810040,231570,ديمه أبو داوود,Resident,Day
30919827,231570,ديمه أبو داوود,Resident,Day
36709889,36803,Frédérique de Rey,Resident,Day
779753,485384,Gabriel Allard,Nurse,Night
49300885,531506,Curro Tena Izaguirre,Nurse,Night
49300885,88236,Jennifer Rice,Physician,Day
49300885,485384,Gabriel Allard,Nurse,Night
83994140,650680,Marcus Koch,Technician,Night
83994140,164281,Jens-Peter Kostolzin MBA.,Resident,Night
83994140,41208,Matthieu Royer de la Brunet,Resident,Day
30006522,562838,Jose Angel Goñi,Technician,Night
43869259,618066,طارق الراشد,Resident,Day
1358176,819149,لوليا آل مقطة,Technician,Evening
1358176,998838,Constanza Menendez Carmona,Intern,Day
94501838,7596,عزّ الدّين آل معيض,Resident,Night
94501838,984109,Isaac Pruvost-Andre,Intern,Night
66996609,650680,Marcus Koch,Technician,Night
97130954,992470,Larry Lowe,Technician,Night
17340742,843504,Meagan Fitzpatrick,Intern,Evening
46184650,485384,Gabriel Allard,Nurse,Night
46184650,751163,Dr. Aynur Flantz,Resident,Night
71127151,230145,المهندسة إباء آل العسكري,Technician,Night
71127151,531506,Curro Tena Izaguirre,Nurse,Night
9872850,766870,عبد الواحد المهنا,Physician,Evening
9872850,434871,Bernhard Ruppersberger,Nurse,Evening
10788285,771619,Aurore de la Martineau,Nurse,Night
34586903,108535,Alf Rosenow,Physician,Night
56351031,307403,Pierre Turpin,Nurse,Day
56351031,992470,Larry Lowe,Technician,Night
43747354,973262,Germán de Estévez,Intern,Evening
58738582,386181,Sybille Seifert,Technician,Evening
58738582,7596,عزّ الدّين آل معيض,Resident,Night
59772221,863103,Prof. Bernward Hahn B.A.,Nurse,Night
59772221,531506,Curro Tena Izaguirre,Nurse,Night
59772221,36803,Frédérique de Rey,Resident,Day
54488331,769560,Margot Foucher,Technician,Evening
2903436,664769,Calvin Clark,Technician,Day
3832946,766870,عبد الواحد المهنا,Physician,Evening
71528756,502703,Mia Schmiedt,Intern,Day
98880860,992470,Larry Lowe,Technician,Night
98880860,485384,Gabriel Allard,Nurse,Night
33925085,485384,Gabriel Allard,Nurse,Night
88431704,88236,Jennifer Rice,Physician,Day
69838841,345587,أفراح كانو,Technician,Day
16822472,991291,Matteo Baum B.Eng.,Physician,Day
16822472,307403,Pierre Turpin,Nurse,Day
16822472,41208,Matthieu Royer de la Brunet,Resident,Day
76120423,751163,Dr. Aynur Flantz,Resident,Night
10560304,577770,Steven Huynh,Nurse,Evening
1279130,766870,عبد الواحد المهنا,Physician,Evening
38784975,173454,Guy Philippe,Technician,Evening
1456313,314159,الأستاذة بشرى أبو داوود,Technician,Day
68699094,863103,Prof. Bernward Hahn B.A.,Nurse,Night
68699094,573492,Luis Ángel Casado Porta,Technician,Evening
49165545,231570,ديمه أبو داوود,Resident,Day
45116309,36803,Frédérique de Rey,Resident,Day
45116309,650680,Marcus Koch,Technician,Night
44800561,230145,المهندسة إباء آل العسكري,Technician,Night
44800561,842785,Aimée Lemonnier,Physician,Day
44800561,618066,طارق الراشد,Resident,Day
81809623,819149,لوليا آل مقطة,Technician,Evening
94062649,88236,Jennifer Rice,Physician,Day
90847755,82988,Edgar Frederick,Technician,Night
44970234,41208,Matthieu Royer de la Brunet,Resident,Day
12924014,173454,Guy Philippe,Technician,Evening
20502680,88236,Jennifer Rice,Physician,Day
20502680,991291,Matteo Baum B.Eng.,Physician,Day
91412599,991291,Matteo Baum B.Eng.,Physician,Day
32668453,651483,Anke Trubin,Resident,Evening
32668453,973262,Germán de Estévez,Intern,Evening
32668453,819149,لوليا آل مقطة,Technician,Evening
98782871,687256,Pedro Hierro,Physician,Evening
77905906,231570,ديمه أبو داوود,Resident,Day
77905906,184508,قائد فصيل,Resident,Night
77905906,82988,Edgar Frederick,Technician,Night
27406708,173454,Guy Philippe,Technician,Evening
51079130,146284,عتيد أبا الخيل,Intern,Day
51079130,771619,Aurore de la Martineau,Nurse,Night
40608516,173454,Guy Philippe,Technician,Evening
33467148,573492,Luis Ángel Casado Porta,Technician,Evening
99473103,766870,عبد الواحد المهنا,Physician,Evening
80494134,948207,Mariah Smith,Intern,Night
80494134,963708,Sibylla Pohl B.Eng.,Physician,Night
29100676,573492,Luis Ángel Casado Porta,Technician,Evening
56559596,664769,Calvin Clark,Technician,Day
56559596,766870,عبد الواحد المهنا,Physician,Evening
3800292,863103,Prof. Bernward Hahn B.A.,Nurse,Night
80697187,577770,Steven Huynh,Nurse,Evening
85064519,664769,Calvin Clark,Technician,Day
79418272,843504,Meagan Fitzpatrick,Intern,Evening
36108975,333230,Juan Francisco Herrera Grande,Nurse,Night
3006510,36803,Frédérique de Rey,Resident,Day
71454234,173454,Guy Philippe,Technician,Evening
95215050,386181,Sybille Seifert,Technician,Evening
95215050,88236,Jennifer Rice,Physician,Day
95215050,108535,Alf Rosenow,Physician,Night
43774929,36803,Frédérique de Rey,Resident,Day
14119221,573492,Luis Ángel Casado Porta,Technician,Evening
74510615,687256,Pedro Hierro,Physician,Evening
26093925,88236,Jennifer Rice,Physician,Day
67940594,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
67940594,650680,Marcus Koch,Technician,Night
7498244,218344,Ing. Rebekka Schweitzer,Resident,Day
7498244,41208,Matthieu Royer de la Brunet,Resident,Day
7498244,164281,Jens-Peter Kostolzin MBA.,Resident,Night
73371528,819149,لوليا آل مقطة,Technician,Evening
6126241,218344,Ing. Rebekka Schweitzer,Resident,Day
212444,751163,Dr. Aynur Flantz,Resident,Night
212444,650680,Marcus Koch,Technician,Night
72915300,664769,Calvin Clark,Technician,Day
20877389,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
82436395,618066,طارق الراشد,Resident,Day
65239049,36803,Frédérique de Rey,Resident,Day
57075536,963708,Sibylla Pohl B.Eng.,Physician,Night
57075536,82988,Edgar Frederick,Technician,Night
57075536,108535,Alf Rosenow,Physician,Night
69726134,386181,Sybille Seifert,Technician,Evening
69726134,164281,Jens-Peter Kostolzin MBA.,Resident,Night
34613738,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
34613738,766870,عبد الواحد المهنا,Physician,Evening
34613738,82988,Edgar Frederick,Technician,Night
25789377,819149,لوليا آل مقطة,Technician,Evening
23530456,843504,Meagan Fitzpatrick,Intern,Evening
51082414,345587,أفراح كانو,Technician,Day
51082414,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
51082414,573492,Luis Ángel Casado Porta,Technician,Evening
67893016,88236,Jennifer Rice,Physician,Day
67893016,531506,Curro Tena Izaguirre,Nurse,Night
59000778,173454,Guy Philippe,Technician,Evening
59000778,146284,عتيد أبا الخيل,Intern,Day
59000778,991291,Matteo Baum B.Eng.,Physician,Day
6668280,664769,Calvin Clark,Technician,Day
6668280,41208,Matthieu Royer de la Brunet,Resident,Day
68125503,562838,Jose Angel Goñi,Technician,Night
48232736,766870,عبد الواحد المهنا,Physician,Evening
41904518,687256,Pedro Hierro,Physician,Evening
12626644,333230,Juan Francisco Herrera Grande,Nurse,Night
12626644,314159,الأستاذة بشرى أبو داوود,Technician,Day
12626644,766870,عبد الواحد المهنا,Physician,Evening
79331568,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
79331568,184508,قائد فصيل,Resident,Night
28136044,7596,عزّ الدّين آل معيض,Resident,Night
35881582,173454,Guy Philippe,Technician,Evening
35881582,819149,لوليا آل مقطة,Technician,Evening
35881582,36803,Frédérique de Rey,Resident,Day
86684852,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
70262474,650680,Marcus Koch,Technician,Night
61462824,164281,Jens-Peter Kostolzin MBA.,Resident,Night
25248318,434871,Bernhard Ruppersberger,Nurse,Evening
98854952,36803,Frédérique de Rey,Resident,Day
54097795,41208,Matthieu Royer de la Brunet,Resident,Day
54097795,651483,Anke Trubin,Resident,Evening
9424852,991291,Matteo Baum B.Eng.,Physician,Day
9424852,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
9424852,842785,Aimée Lemonnier,Physician,Day
70221970,650680,Marcus Koch,Technician,Night
70221970,7596,عزّ الدّين آل معيض,Resident,Night
14889591,618066,طارق الراشد,Resident,Day
14889591,218344,Ing. Rebekka Schweitzer,Resident,Day
14889591,963708,Sibylla Pohl B.Eng.,Physician,Night
69046496,651483,Anke Trubin,Resident,Evening
42768366,434871,Bernhard Ruppersberger,Nurse,Evening
42768366,30217,Nadia Patiño Arjona,Physician,Night
42768366,577770,Steven Huynh,Nurse,Evening
23011795,973262,Germán de Estévez,Intern,Evening
23011795,664769,Calvin Clark,Technician,Day
51123441,687256,Pedro Hierro,Physician,Evening
51123441,618066,طارق الراشد,Resident,Day
51123441,333230,Juan Francisco Herrera Grande,Nurse,Night
1683148,386181,Sybille Seifert,Technician,Evening
57919385,434871,Bernhard Ruppersberger,Nurse,Evening
72288934,991291,Matteo Baum B.Eng.,Physician,Day
72288934,651483,Anke Trubin,Resident,Evening
18392687,651483,Anke Trubin,Resident,Evening
18392687,345587,أفراح كانو,Technician,Day
9743186,82988,Edgar Frederick,Technician,Night
9743186,218344,Ing. Rebekka Schweitzer,Resident,Day
9743186,345587,أفراح كانو,Technician,Day
86146027,307403,Pierre Turpin,Nurse,Day
86146027,333230,Juan Francisco Herrera Grande,Nurse,Night
86146027,434871,Bernhard Ruppersberger,Nurse,Evening
6445875,88236,Jennifer Rice,Physician,Day
10154079,184508,قائد فصيل,Resident,Night
10154079,386181,Sybille Seifert,Technician,Evening
10154079,766870,عبد الواحد المهنا,Physician,Evening
5944395,687256,Pedro Hierro,Physician,Evening
89084686,819149,لوليا آل مقطة,Technician,Evening
29741185,314159,الأستاذة بشرى أبو داوود,Technician,Day
29230509,577770,Steven Huynh,Nurse,Evening
75880193,757491,Anneke Segebahn B.Eng.,Technician,Day
75880193,314159,الأستاذة بشرى أبو داوود,Technician,Day
20117385,687256,Pedro Hierro,Physician,Evening
20117385,173454,Guy Philippe,Technician,Evening
11888669,573492,Luis Ángel Casado Porta,Technician,Evening
11888669,108535,Alf Rosenow,Physician,Night
11888669,992470,Larry Lowe,Technician,Night
91551834,771619,Aurore de la Martineau,Nurse,Night
29526617,842785,Aimée Lemonnier,Physician,Day
29526617,562838,Jose Angel Goñi,Technician,Night
29526617,82988,Edgar Frederick,Technician,Night
48173732,577770,Steven Huynh,Nurse,Evening
38593733,992470,Larry Lowe,Technician,Night
11448451,998838,Constanza Menendez Carmona,Intern,Day
11448451,757491,Anneke Segebahn B.Eng.,Technician,Day
11448451,307403,Pierre Turpin,Nurse,Day
12221592,41208,Matthieu Royer de la Brunet,Resident,Day
50361722,935868,Steven Wang,Technician,Day
23722111,751163,Dr. Aynur Flantz,Resident,Night
23722111,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
20696759,687256,Pedro Hierro,Physician,Evening
20696759,307403,Pierre Turpin,Nurse,Day
20696759,30217,Nadia Patiño Arjona,Physician,Night
66008996,485384,Gabriel Allard,Nurse,Night
28940365,7596,عزّ الدّين آل معيض,Resident,Night
28940365,998838,Constanza Menendez Carmona,Intern,Day
46112177,173454,Guy Philippe,Technician,Evening
50363260,664769,Calvin Clark,Technician,Day
50363260,769560,Margot Foucher,Technician,Evening
62011463,82988,Edgar Frederick,Technician,Night
92545348,184508,قائد فصيل,Resident,Night
92545348,82988,Edgar Frederick,Technician,Night
92545348,687256,Pedro Hierro,Physician,Evening
49202472,687256,Pedro Hierro,Physician,Evening
2461091,843504,Meagan Fitzpatrick,Intern,Evening
2461091,184508,قائد فصيل,Resident,Night
2461091,108535,Alf Rosenow,Physician,Night
9854380,531506,Curro Tena Izaguirre,Nurse,Night
9854380,108535,Alf Rosenow,Physician,Night
9854380,973262,Germán de Estévez,Intern,Evening
22374924,992470,Larry Lowe,Technician,Night
22374924,766870,عبد الواحد المهنا,Physician,Evening
22374924,769560,Margot Foucher,Technician,Evening
9308292,41208,Matthieu Royer de la Brunet,Resident,Day
9308292,769560,Margot Foucher,Technician,Evening
9308292,687256,Pedro Hierro,Physician,Evening
21392342,88236,Jennifer Rice,Physician,Day
26978866,88236,Jennifer Rice,Physician,Day
95266847,843504,Meagan Fitzpatrick,Intern,Evening
886608,88236,Jennifer Rice,Physician,Day
3265716,650680,Marcus Koch,Technician,Night
3265716,573492,Luis Ángel Casado Porta,Technician,Evening
3265716,948207,Mariah Smith,Intern,Night
5079808,992470,Larry Lowe,Technician,Night
5079808,687256,Pedro Hierro,Physician,Evening
5079808,231570,ديمه أبو داوود,Resident,Day
84576645,751163,Dr. Aynur Flantz,Resident,Night
57369850,618066,طارق الراشد,Resident,Day
40488920,314159,الأستاذة بشرى أبو داوود,Technician,Day
40488920,948207,Mariah Smith,Intern,Night
74394211,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
74394211,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
86844580,843504,Meagan Fitzpatrick,Intern,Evening
86844580,108535,Alf Rosenow,Physician,Night
86844580,664769,Calvin Clark,Technician,Day
66106140,30217,Nadia Patiño Arjona,Physician,Night
91427192,948207,Mariah Smith,Intern,Night
62656586,771619,Aurore de la Martineau,Nurse,Night
62656586,687256,Pedro Hierro,Physician,Evening
62656586,218344,Ing. Rebekka Schweitzer,Resident,Day
33234969,164281,Jens-Peter Kostolzin MBA.,Resident,Night
33234969,984109,Isaac Pruvost-Andre,Intern,Night
33234969,757491,Anneke Segebahn B.Eng.,Technician,Day
10365345,766870,عبد الواحد المهنا,Physician,Evening
94199653,618066,طارق الراشد,Resident,Day
50863024,935868,Steven Wang,Technician,Day
50863024,766870,عبد الواحد المهنا,Physician,Evening
50863024,819149,لوليا آل مقطة,Technician,Evening
98077702,230145,المهندسة إباء آل العسكري,Technician,Night
98077702,751163,Dr. Aynur Flantz,Resident,Night
98077702,562838,Jose Angel Goñi,Technician,Night
78936241,984109,Isaac Pruvost-Andre,Intern,Night
78936241,991291,Matteo Baum B.Eng.,Physician,Day
78936241,307403,Pierre Turpin,Nurse,Day
19375395,618066,طارق الراشد,Resident,Day
81895431,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
19612337,618066,طارق الراشد,Resident,Day
19612337,687256,Pedro Hierro,Physician,Evening
19612337,485384,Gabriel Allard,Nurse,Night
96571784,36803,Frédérique de Rey,Resident,Day
65443891,577770,Steven Huynh,Nurse,Evening
14857403,88236,Jennifer Rice,Physician,Day
98606442,562838,Jose Angel Goñi,Technician,Night
98606442,184508,قائد فصيل,Resident,Night
28623258,88236,Jennifer Rice,Physician,Day
3019298,796375,Ing. Hans-Hermann Kobelt B.A.,Intern,Night
83365740,819149,لوليا آل مقطة,Technician,Evening
52951097,386181,Sybille Seifert,Technician,Evening
19627112,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
19627112,231570,ديمه أبو داوود,Resident,Day
19627112,218344,Ing. Rebekka Schweitzer,Resident,Day
31018741,991291,Matteo Baum B.Eng.,Physician,Day
61233678,991291,Matteo Baum B.Eng.,Physician,Day
15386869,769560,Margot Foucher,Technician,Evening
78087897,386181,Sybille Seifert,Technician,Evening
39812995,843504,Meagan Fitzpatrick,Intern,Evening
78459332,345587,أفراح كانو,Technician,Day
49005606,991291,Matteo Baum B.Eng.,Physician,Day
95211524,577770,Steven Huynh,Nurse,Evening
68147127,766870,عبد الواحد المهنا,Physician,Evening
68147127,30217,Nadia Patiño Arjona,Physician,Night
68147127,650680,Marcus Koch,Technician,Night
51029442,230145,المهندسة إباء آل العسكري,Technician,Night
51029442,819149,لوليا آل مقطة,Technician,Evening
51029442,531506,Curro Tena Izaguirre,Nurse,Night
52078805,766870,عبد الواحد المهنا,Physician,Evening
69153459,573492,Luis Ángel Casado Porta,Technician,Evening
64434884,963708,Sibylla Pohl B.Eng.,Physician,Night
85253460,998838,Constanza Menendez Carmona,Intern,Day
84592283,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
84592283,984109,Isaac Pruvost-Andre,Intern,Night
84592283,173454,Guy Philippe,Technician,Evening
27435671,108535,Alf Rosenow,Physician,Night
27435671,173454,Guy Philippe,Technician,Evening
69746272,173454,Guy Philippe,Technician,Evening
18279265,577770,Steven Huynh,Nurse,Evening
63069600,963708,Sibylla Pohl B.Eng.,Physician,Night
63069600,998838,Constanza Menendez Carmona,Intern,Day
63069600,36803,Frédérique de Rey,Resident,Day
6940882,307403,Pierre Turpin,Nurse,Day
95500707,230145,المهندسة إباء آل العسكري,Technician,Night
74059739,173454,Guy Philippe,Technician,Evening
74059739,948207,Mariah Smith,Intern,Night
74059739,146284,عتيد أبا الخيل,Intern,Day
65458272,485384,Gabriel Allard,Nurse,Night
65458272,687256,Pedro Hierro,Physician,Evening
65458272,386181,Sybille Seifert,Technician,Evening
43173669,164281,Jens-Peter Kostolzin MBA.,Resident,Night
43173669,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
43173669,819149,لوليا آل مقطة,Technician,Evening
40428668,769560,Margot Foucher,Technician,Evening
40428668,573492,Luis Ángel Casado Porta,Technician,Evening
52753367,650680,Marcus Koch,Technician,Night
49656735,485384,Gabriel Allard,Nurse,Night
49656735,935868,Steven Wang,Technician,Day
49656735,991291,Matteo Baum B.Eng.,Physician,Day
37360160,842785,Aimée Lemonnier,Physician,Day
94040473,314159,الأستاذة بشرى أبو داوود,Technician,Day
94040473,164281,Jens-Peter Kostolzin MBA.,Resident,Night
7605916,992470,Larry Lowe,Technician,Night
77356246,307403,Pierre Turpin,Nurse,Day
84319979,650680,Marcus Koch,Technician,Night
84319979,184508,قائد فصيل,Resident,Night
87839642,82988,Edgar Frederick,Technician,Night
26263162,314159,الأستاذة بشرى أبو داوود,Technician,Day
26263162,36803,Frédérique de Rey,Resident,Day
10886912,948207,Mariah Smith,Intern,Night
59237494,82988,Edgar Frederick,Technician,Night
24685169,651483,Anke Trubin,Resident,Evening
66209282,991291,Matteo Baum B.Eng.,Physician,Day
43889118,984109,Isaac Pruvost-Andre,Intern,Night
91696368,948207,Mariah Smith,Intern,Night
43016504,687256,Pedro Hierro,Physician,Evening
30487421,7596,عزّ الدّين آل معيض,Resident,Night
50360046,998838,Constanza Menendez Carmona,Intern,Day
47381013,345587,أفراح كانو,Technician,Day
78559055,618066,طارق الراشد,Resident,Day
51014038,963708,Sibylla Pohl B.Eng.,Physician,Night
35198267,230145,المهندسة إباء آل العسكري,Technician,Night
10681992,184508,قائد فصيل,Resident,Night
3130657,184508,قائد فصيل,Resident,Night
9041020,36803,Frédérique de Rey,Resident,Day
9041020,664769,Calvin Clark,Technician,Day
9041020,998838,Constanza Menendez Carmona,Intern,Day
29225612,230145,المهندسة إباء آل العسكري,Technician,Night
64619714,88236,Jennifer Rice,Physician,Day
98389131,674624,Águeda Delia Figueras Tolosa,Nurse,Evening
96756659,108535,Alf Rosenow,Physician,Night
96756659,766870,عبد الواحد المهنا,Physician,Evening
